MR;type;STC_id;STC_n_parameters;number_of_FUTCs;local_distance;STC;FUTC_1;FUTC_2;FUTC_3;FUTC_4;FUTC_5;FUTC_6
MR20;DISJOINT_EXTEND;Test-06;11;5;5;[citizenship, countryOfBirth:Germany, confederation, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, minHeight, limit];[countryOfBirth:Haiti];[countryOfBirth:Afghanistan];[countryOfBirth:Albania];[countryOfBirth:Algeria];[countryOfBirth:American Samoa];[]
MR60;DISJOINT_EXTEND;Test-18;11;5;5;[placeOfBirth, citizenship:Germany, secondCitizenship, countryOfBirth, confederation, yearBirth, minAge, maxAge, minHeight, maxHeight, limit];[citizenship:Haiti];[citizenship:Afghanistan];[citizenship:Albania];[citizenship:Algeria];[citizenship:American Samoa];[]
MR34;DISJOINT_EXTEND;Test-10;10;1;1;[placeOfBirth, secondCitizenship, countryOfBirth, confederation:FIFA, monthBirth, yearBirth, maxAge, minHeight, maxHeight, limit];[confederation:AFC];[];[];[];[];[]
MR2;DISJOINT_EXTEND;Test-01;11;2;2;[exactSearch, citizenship:Germany, secondCitizenship, countryOfBirth, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, limit];[citizenship:Haiti];[citizenship:Afghanistan];[];[];[];[]
MR61;DISJOINT_EXTEND;Test-18;11;2;2;[placeOfBirth, citizenship, secondCitizenship, countryOfBirth, confederation:UEFA, yearBirth, minAge, maxAge, minHeight, maxHeight, limit];[confederation:AFC];[confederation:CAF];[];[];[];[]
MR49;DISJOINT_EXTEND;Test-15;11;6;6;[citizenship, secondCitizenship, countryOfBirth:Spain, confederation, monthBirth, yearBirth, minAge, minYear, maxYear, maxHeight, limit];[countryOfBirth:Haiti];[countryOfBirth:Afghanistan];[countryOfBirth:Albania];[countryOfBirth:Algeria];[countryOfBirth:American Samoa];[countryOfBirth:American Virgin Islands]
MR50;DISJOINT_EXTEND;Test-15;11;3;3;[citizenship, secondCitizenship:Spain, countryOfBirth, confederation, monthBirth, yearBirth, minAge, minYear, maxYear, maxHeight, limit];[secondCitizenship:Haiti];[secondCitizenship:Afghanistan];[secondCitizenship:Albania];[];[];[]
MR33;DISJOINT_EXTEND;Test-10;10;6;6;[placeOfBirth, secondCitizenship, countryOfBirth:Germany, confederation, monthBirth, yearBirth, maxAge, minHeight, maxHeight, limit];[countryOfBirth:Haiti];[countryOfBirth:Afghanistan];[countryOfBirth:Albania];[countryOfBirth:Algeria];[countryOfBirth:American Samoa];[countryOfBirth:American Virgin Islands]
MR19;DISJOINT_EXTEND;Test-06;11;2;2;[citizenship, countryOfBirth:Germany, confederation, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, minHeight, limit];[countryOfBirth:Haiti];[countryOfBirth:Afghanistan];[];[];[];[]
MR23;DISJOINT_EXTEND;Test-07;10;3;3;[exactSearch, citizenship, secondCitizenship, confederation:UEFA, dayBirth, yearBirth, minYear, minHeight, maxHeight, limit];[confederation:AFC];[confederation:CAF];[confederation:CONCACAF];[];[];[]
MR44;DISJOINT_EXTEND;Test-13;11;1;1;[exactSearch, citizenship, secondCitizenship:Spain, countryOfBirth, confederation, dayBirth, monthBirth, minAge, maxAge, minHeight, limit];[secondCitizenship:Haiti];[];[];[];[];[]
MR62;DISJOINT_EXTEND;Test-19;13;2;2;[placeOfBirth, citizenship:Spain, secondCitizenship, confederation, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight, maxHeight, limit];[citizenship:Haiti];[citizenship:Afghanistan];[];[];[];[]
MR46;DISJOINT_EXTEND;Test-14;11;2;2;[placeOfBirth, citizenship, countryOfBirth:Germany, dayBirth, yearBirth, minAge, minYear, maxYear, minHeight, maxHeight, limit];[countryOfBirth:Haiti];[countryOfBirth:Afghanistan];[];[];[];[]
MR28;DISJOINT_EXTEND;Test-09;11;5;5;[placeOfBirth, exactSearch, citizenship:Germany, countryOfBirth, dayBirth, monthBirth, maxAge, maxYear, minHeight, maxHeight, limit];[citizenship:Haiti];[citizenship:Afghanistan];[citizenship:Albania];[citizenship:Algeria];[citizenship:American Samoa];[]
MR51;DISJOINT_EXTEND;Test-15;11;6;6;[citizenship:Germany, secondCitizenship, countryOfBirth, confederation, monthBirth, yearBirth, minAge, minYear, maxYear, maxHeight, limit];[citizenship:Haiti];[citizenship:Afghanistan];[citizenship:Albania];[citizenship:Algeria];[citizenship:American Samoa];[citizenship:American Virgin Islands]
MR18;DISJOINT_EXTEND;Test-06;11;1;1;[citizenship:Spain, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, minHeight, limit];[citizenship:Haiti];[];[];[];[];[]
MR58;DISJOINT_EXTEND;Test-17;9;4;4;[exactSearch, secondCitizenship:Argentina, dayBirth, yearBirth, maxAge, minYear, maxYear, minHeight, limit];[secondCitizenship:Haiti];[secondCitizenship:Afghanistan];[secondCitizenship:Albania];[secondCitizenship:Algeria];[];[]
MR32;DISJOINT_EXTEND;Test-10;10;2;2;[placeOfBirth, secondCitizenship, countryOfBirth, confederation:FIFA, monthBirth, yearBirth, maxAge, minHeight, maxHeight, limit];[confederation:AFC];[confederation:CAF];[];[];[];[]
MR6;DISJOINT_EXTEND;Test-02;13;1;1;[placeOfBirth, citizenship, secondCitizenship, countryOfBirth:Spain, confederation, dayBirth, monthBirth, yearBirth, maxAge, maxYear, minHeight, maxHeight, limit];[countryOfBirth:Haiti];[];[];[];[];[]
MR31;DISJOINT_EXTEND;Test-10;10;6;6;[placeOfBirth, secondCitizenship:Spain, countryOfBirth, confederation, monthBirth, yearBirth, maxAge, minHeight, maxHeight, limit];[secondCitizenship:Haiti];[secondCitizenship:Afghanistan];[secondCitizenship:Albania];[secondCitizenship:Algeria];[secondCitizenship:American Samoa];[secondCitizenship:American Virgin Islands]
MR55;DISJOINT_EXTEND;Test-16;10;1;1;[placeOfBirth, exactSearch, citizenship, countryOfBirth:Spain, monthBirth, yearBirth, minYear, maxYear, maxHeight, limit];[countryOfBirth:Haiti];[];[];[];[];[]
MR13;DISJOINT_EXTEND;Test-04;10;4;4;[placeOfBirth, exactSearch, secondCitizenship:Argentina, countryOfBirth, minAge, maxAge, minYear, maxYear, maxHeight, limit];[secondCitizenship:Haiti];[secondCitizenship:Afghanistan];[secondCitizenship:Albania];[secondCitizenship:Algeria];[];[]
MR1;DISJOINT_EXTEND;Test-01;11;3;3;[exactSearch, citizenship, secondCitizenship, countryOfBirth:Germany, dayBirth, monthBirth, yearBirth, minAge, maxAge, minYear, limit];[countryOfBirth:Haiti];[countryOfBirth:Afghanistan];[countryOfBirth:Albania];[];[];[]
MR48;DISJOINT_EXTEND;Test-14;11;3;3;[placeOfBirth, citizenship, countryOfBirth:Germany, dayBirth, yearBirth, minAge, minYear, maxYear, minHeight, maxHeight, limit];[countryOfBirth:Haiti];[countryOfBirth:Afghanistan];[countryOfBirth:Albania];[];[];[]
MR47;DISJOINT_EXTEND;Test-14;11;1;1;[placeOfBirth, citizenship:Spain, countryOfBirth, dayBirth, yearBirth, minAge, minYear, maxYear, minHeight, maxHeight, limit];[citizenship:Haiti];[];[];[];[];[]
MR41;DISJOINT_EXTEND;Test-13;11;2;2;[exactSearch, citizenship, secondCitizenship:Spain, countryOfBirth, confederation, dayBirth, monthBirth, minAge, maxAge, minHeight, limit];[secondCitizenship:Haiti];[secondCitizenship:Afghanistan];[];[];[];[]
MR54;DISJOINT_EXTEND;Test-16;10;4;4;[placeOfBirth, exactSearch, citizenship:Spain, countryOfBirth, monthBirth, yearBirth, minYear, maxYear, maxHeight, limit];[citizenship:Haiti];[citizenship:Afghanistan];[citizenship:Albania];[citizenship:Algeria];[];[]
MR36;DISJOINT_EXTEND;Test-11;10;4;4;[secondCitizenship, countryOfBirth:Germany, dayBirth, monthBirth, minAge, maxAge, minYear, maxYear, maxHeight, limit];[countryOfBirth:Haiti];[countryOfBirth:Afghanistan];[countryOfBirth:Albania];[countryOfBirth:Algeria];[];[]
MR21;DISJOINT_EXTEND;Test-07;10;3;3;[exactSearch, citizenship, secondCitizenship:Argentina, confederation, dayBirth, yearBirth, minYear, minHeight, maxHeight, limit];[secondCitizenship:Haiti];[secondCitizenship:Afghanistan];[secondCitizenship:Albania];[];[];[]
MR14;DISJOINT_EXTEND;Test-05;9;6;6;[placeOfBirth, exactSearch, citizenship:Spain, secondCitizenship, confederation, yearBirth, minAge, maxYear, limit];[citizenship:Haiti];[citizenship:Afghanistan];[citizenship:Albania];[citizenship:Algeria];[citizenship:American Samoa];[citizenship:American Virgin Islands]
MR53;DISJOINT_EXTEND;Test-16;10;4;4;[placeOfBirth, exactSearch, citizenship, countryOfBirth:Spain, monthBirth, yearBirth, minYear, maxYear, maxHeight, limit];[countryOfBirth:Haiti];[countryOfBirth:Afghanistan];[countryOfBirth:Albania];[countryOfBirth:Algeria];[];[]
MR5;DISJOINT_EXTEND;Test-02;13;2;2;[placeOfBirth, citizenship, secondCitizenship:Argentina, countryOfBirth, confederation, dayBirth, monthBirth, yearBirth, maxAge, maxYear, minHeight, maxHeight, limit];[secondCitizenship:Haiti];[secondCitizenship:Afghanistan];[];[];[];[]
MR24;DISJOINT_EXTEND;Test-07;10;2;2;[exactSearch, citizenship:Germany, secondCitizenship, confederation, dayBirth, yearBirth, minYear, minHeight, maxHeight, limit];[citizenship:Haiti];[citizenship:Afghanistan];[];[];[];[]
MR15;DISJOINT_EXTEND;Test-05;9;5;5;[placeOfBirth, exactSearch, citizenship, secondCitizenship, confederation:FIFA, yearBirth, minAge, maxYear, limit];[confederation:AFC];[confederation:CAF];[confederation:CONCACAF];[confederation:CONMEBOL];[confederation:OFC];[]
MR9;DISJOINT_EXTEND;Test-03;10;4;4;[placeOfBirth, confederation:UEFA, dayBirth, monthBirth, minAge, minYear, maxYear, minHeight, maxHeight, limit];[confederation:AFC];[confederation:CAF];[confederation:CONCACAF];[confederation:CONMEBOL];[];[]
MR64;DISJOINT_EXTEND;Test-19;13;6;6;[placeOfBirth, citizenship, secondCitizenship, confederation:FIFA, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight, maxHeight, limit];[confederation:AFC];[confederation:CAF];[confederation:CONCACAF];[confederation:CONMEBOL];[confederation:OFC];[confederation:UEFA]
MR45;DISJOINT_EXTEND;Test-14;11;6;6;[placeOfBirth, citizenship, countryOfBirth:Germany, dayBirth, yearBirth, minAge, minYear, maxYear, minHeight, maxHeight, limit];[countryOfBirth:Haiti];[countryOfBirth:Afghanistan];[countryOfBirth:Albania];[countryOfBirth:Algeria];[countryOfBirth:American Samoa];[countryOfBirth:American Virgin Islands]
MR4;DISJOINT_EXTEND;Test-02;13;1;1;[placeOfBirth, citizenship, secondCitizenship, countryOfBirth, confederation:FIFA, dayBirth, monthBirth, yearBirth, maxAge, maxYear, minHeight, maxHeight, limit];[confederation:AFC];[];[];[];[];[]
MR22;DISJOINT_EXTEND;Test-07;10;1;1;[exactSearch, citizenship:Germany, secondCitizenship, confederation, dayBirth, yearBirth, minYear, minHeight, maxHeight, limit];[citizenship:Haiti];[];[];[];[];[]
MR25;DISJOINT_EXTEND;Test-08;11;4;4;[placeOfBirth, citizenship:Germany, confederation, monthBirth, yearBirth, minAge, maxAge, minYear, maxYear, minHeight, limit];[citizenship:Haiti];[citizenship:Afghanistan];[citizenship:Albania];[citizenship:Algeria];[];[]
